,Dalc,Fedu,Fjob,G1_math,G1_port,G2_math,G2_port,G3_math,G3_port,Medu,Mjob,Pstatus,Walc,absences_math,absences_port,activities,address,age,failures,famrel,famsize,famsup,freetime,goout,guardian,health,higher,internet,math_only,nursery,paid_math,paid_port,port_only,reason,romantic,school,schoolsup,sex,studytime,traveltime,school_num,sex_num,address_num,famsize_num,Pstatus_num,Mjob_num,Fjob_num,reason_num,guardian_num,schoolsup_num,famsup_num,activities_num,nursery_num,higher_num,internet_num,romantic_num,paid_port_num,paid_math_num
184,2,4,other,nan,9.0,nan,9.0,nan,10.0,3,other,T,4,nan,4.0,yes,U,16,1,3,GT3,yes,4,5,father,2,yes,yes,nan,no,nan,no,1.0,course,no,GP,no,M,1,3,0,1,0,1,0,4,4,2,1,1,0,0,1,0,0,1,1.0,nan
185,1,0,other,nan,16.0,nan,17.0,nan,18.0,1,other,T,1,nan,0.0,yes,U,16,0,4,GT3,yes,3,2,mother,3,yes,yes,0.0,yes,nan,no,0.0,reputation,yes,GP,no,M,2,2,0,1,0,1,0,4,4,1,0,1,0,0,0,0,0,0,1.0,nan
186,1,4,other,nan,11.0,nan,9.0,nan,10.0,4,teacher,T,3,nan,0.0,yes,U,17,0,4,LE3,yes,4,4,mother,5,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,M,2,1,0,1,0,0,0,0,4,1,0,1,0,0,0,0,0,1,1.0,nan
187,1,3,services,nan,14.0,nan,13.0,nan,13.0,1,at_home,T,1,nan,0.0,yes,U,16,0,4,GT3,no,3,5,mother,3,yes,yes,nan,no,nan,no,1.0,home,yes,GP,no,F,2,1,0,0,0,1,0,3,2,0,0,1,1,0,1,0,0,0,1.0,nan
188,1,3,other,nan,14.0,nan,14.0,nan,15.0,3,other,T,1,nan,0.0,yes,U,16,0,4,LE3,yes,4,5,mother,4,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,F,2,2,0,0,0,0,0,4,4,1,0,1,0,0,0,0,0,1,1.0,nan
189,4,3,other,nan,10.0,nan,11.0,nan,11.0,4,teacher,T,4,nan,0.0,yes,U,17,0,4,LE3,no,4,4,mother,4,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,M,2,2,0,1,0,0,0,0,4,2,0,1,1,0,0,0,0,1,1.0,nan
190,1,2,other,nan,13.0,nan,12.0,nan,14.0,2,services,T,4,nan,0.0,yes,U,16,0,3,GT3,no,4,4,mother,5,yes,yes,0.0,no,nan,no,0.0,reputation,no,GP,no,F,2,2,0,0,0,1,0,2,4,1,0,1,1,0,1,0,0,1,1.0,nan
191,1,3,other,nan,11.0,nan,9.0,nan,10.0,3,other,T,4,nan,4.0,yes,U,17,0,4,GT3,no,3,4,father,4,yes,yes,0.0,no,nan,no,0.0,reputation,no,GP,no,M,2,1,0,1,0,1,0,4,4,1,1,1,1,0,1,0,0,1,1.0,nan
192,3,2,services,nan,10.0,nan,9.0,nan,11.0,4,teacher,T,4,nan,8.0,yes,R,16,0,4,GT3,yes,3,3,mother,3,yes,yes,0.0,yes,nan,no,0.0,other,yes,GP,no,M,1,1,0,1,1,1,0,0,2,3,0,1,0,0,0,0,0,0,1.0,nan
193,1,3,other,nan,11.0,nan,11.0,nan,13.0,4,other,T,1,nan,4.0,yes,U,17,0,5,GT3,yes,2,3,mother,2,yes,yes,0.0,yes,nan,yes,0.0,course,yes,GP,no,M,2,1,0,1,0,1,0,4,4,2,0,1,0,0,0,0,0,0,0.0,nan
194,2,3,other,nan,11.0,nan,10.0,nan,11.0,4,teacher,T,3,nan,4.0,yes,U,16,0,3,GT3,yes,4,3,mother,3,yes,yes,0.0,yes,nan,yes,0.0,home,no,GP,no,M,2,1,0,1,0,1,0,0,4,0,0,1,0,0,0,0,0,1,0.0,nan
195,1,3,other,nan,11.0,nan,12.0,nan,13.0,3,services,T,2,nan,0.0,yes,U,16,0,4,GT3,no,2,3,mother,3,yes,yes,0.0,yes,nan,no,0.0,home,yes,GP,no,M,2,1,0,1,0,1,0,2,4,0,0,1,1,0,0,0,0,0,1.0,nan
196,2,4,services,nan,17.0,nan,18.0,nan,17.0,2,services,T,3,nan,0.0,yes,U,17,0,5,GT3,yes,4,2,father,5,yes,no,0.0,yes,nan,no,0.0,reputation,no,GP,no,F,2,1,0,0,0,1,0,2,2,1,1,1,0,0,0,0,1,1,1.0,nan
197,2,3,other,nan,14.0,nan,13.0,nan,14.0,3,other,T,3,nan,32.0,yes,U,17,0,5,LE3,yes,3,3,mother,1,yes,yes,0.0,yes,nan,no,0.0,reputation,yes,GP,no,F,2,1,0,0,0,0,0,4,4,1,0,1,0,0,0,0,0,0,1.0,nan
198,1,2,other,nan,14.0,nan,15.0,nan,16.0,3,other,T,2,nan,8.0,no,U,16,0,1,GT3,yes,2,2,mother,1,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,F,2,1,0,0,0,1,0,4,4,1,0,1,0,1,0,0,0,1,1.0,nan
199,2,3,services,nan,11.0,nan,13.0,nan,14.0,3,services,T,3,nan,6.0,yes,U,17,0,4,GT3,yes,3,4,mother,4,yes,yes,0.0,yes,nan,no,0.0,other,yes,GP,no,M,2,1,0,1,0,1,0,2,2,3,0,1,0,0,0,0,0,0,1.0,nan
200,1,2,services,nan,10.0,nan,9.0,nan,11.0,1,services,T,2,nan,0.0,yes,U,16,0,3,GT3,yes,3,3,mother,3,yes,yes,0.0,yes,nan,no,0.0,other,yes,GP,no,M,1,1,0,1,0,1,0,2,2,3,0,1,0,0,0,0,0,0,1.0,nan
201,1,1,other,nan,13.0,nan,14.0,nan,16.0,2,other,T,2,nan,0.0,yes,U,16,0,4,LE3,no,2,3,mother,5,yes,yes,0.0,yes,nan,no,0.0,course,yes,GP,no,M,2,1,0,1,0,0,0,4,4,2,0,1,1,0,0,0,0,0,1.0,nan
202,1,3,other,nan,12.0,nan,13.0,nan,14.0,3,health,A,3,nan,10.0,no,U,17,0,3,GT3,yes,3,3,mother,3,yes,yes,0.0,no,nan,no,0.0,reputation,yes,GP,no,F,2,1,0,0,0,1,1,1,4,1,0,1,0,1,1,0,0,0,1.0,nan
203,1,2,other,nan,9.0,nan,9.0,nan,10.0,1,at_home,T,5,nan,6.0,no,R,17,0,3,GT3,no,1,3,mother,3,yes,no,0.0,yes,nan,no,0.0,home,no,GP,no,M,2,1,0,1,1,1,0,3,4,0,0,1,1,1,0,0,1,1,1.0,nan
204,1,3,services,nan,12.0,nan,12.0,nan,13.0,2,services,T,1,nan,6.0,no,U,16,0,4,GT3,no,3,3,mother,2,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,F,2,1,0,0,0,1,0,2,2,2,0,1,1,1,0,0,0,1,1.0,nan
205,1,1,services,nan,12.0,nan,11.0,nan,12.0,1,at_home,T,1,nan,0.0,yes,U,17,0,5,GT3,no,3,3,mother,3,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,F,2,1,0,0,0,1,0,3,2,2,0,1,1,0,0,0,0,1,1.0,nan
206,4,2,services,nan,10.0,nan,11.0,nan,12.0,1,at_home,T,5,nan,16.0,yes,U,17,0,4,GT3,no,4,4,other,5,yes,yes,0.0,no,nan,no,0.0,other,no,GP,no,M,2,2,0,1,0,1,0,3,2,3,2,1,1,0,1,0,0,1,1.0,nan
207,3,3,services,nan,11.0,nan,10.0,nan,10.0,3,services,T,4,nan,0.0,yes,R,16,0,4,GT3,yes,3,2,mother,5,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,M,1,1,0,1,1,1,0,2,2,1,0,1,0,0,0,0,0,1,1.0,nan
208,1,3,other,nan,13.0,nan,12.0,nan,12.0,2,other,T,1,nan,0.0,no,U,16,0,5,GT3,no,3,3,father,3,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,no,M,1,2,0,1,0,1,0,4,4,0,1,1,1,1,0,0,0,1,1.0,nan
209,1,4,services,nan,14.0,nan,15.0,nan,16.0,2,services,T,1,nan,8.0,yes,U,17,0,4,LE3,no,3,2,father,5,yes,yes,0.0,yes,nan,no,0.0,course,yes,GP,no,F,2,1,0,0,0,0,0,2,2,2,1,1,1,0,0,0,0,0,1.0,nan
210,1,4,teacher,nan,13.0,nan,13.0,nan,14.0,4,services,T,2,nan,4.0,no,U,17,0,5,GT3,no,2,3,mother,5,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,no,M,1,1,0,1,0,1,0,2,0,0,0,1,1,1,0,0,0,1,1.0,nan
211,3,3,other,nan,10.0,nan,11.0,nan,12.0,3,teacher,T,5,nan,16.0,yes,R,16,0,3,LE3,yes,3,4,father,3,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,no,M,1,3,0,1,1,0,0,0,4,0,1,1,0,0,0,0,0,1,1.0,nan
212,2,4,teacher,nan,14.0,nan,15.0,nan,16.0,4,services,T,3,nan,30.0,no,U,17,1,4,GT3,yes,2,4,mother,2,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,no,F,1,2,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,1.0,nan
213,1,4,teacher,nan,11.0,nan,10.0,nan,11.0,4,teacher,T,2,nan,0.0,no,U,16,0,4,LE3,yes,5,2,mother,3,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,F,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1.0,nan
214,1,3,other,nan,14.0,nan,14.0,nan,15.0,4,health,T,5,nan,2.0,yes,U,16,0,4,GT3,yes,3,5,mother,2,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,no,F,2,1,0,0,0,1,0,1,4,0,0,1,0,0,0,0,0,1,1.0,nan
215,1,3,other,nan,11.0,nan,12.0,nan,12.0,2,other,T,3,nan,4.0,yes,U,16,0,4,GT3,yes,4,3,mother,4,yes,no,0.0,yes,nan,no,0.0,reputation,no,GP,yes,F,2,1,0,0,0,1,0,4,4,1,0,0,0,0,0,0,1,1,1.0,nan
216,1,1,other,nan,14.0,nan,15.0,nan,15.0,1,other,T,3,nan,0.0,no,U,17,0,4,GT3,yes,4,4,mother,1,yes,no,0.0,no,nan,no,0.0,course,no,GP,no,F,2,1,0,0,0,1,0,4,4,2,0,1,0,1,1,0,1,1,1.0,nan
217,1,2,other,nan,13.0,nan,13.0,nan,13.0,2,other,T,2,nan,21.0,no,R,17,0,5,GT3,yes,3,2,mother,3,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,F,1,1,0,0,1,1,0,4,4,1,0,1,0,1,0,0,0,1,1.0,nan
218,1,2,services,nan,13.0,nan,13.0,nan,13.0,2,services,T,1,nan,6.0,yes,R,16,0,5,GT3,yes,3,5,mother,5,yes,yes,0.0,no,nan,no,0.0,reputation,no,GP,no,F,4,2,0,0,1,1,0,2,2,1,0,1,0,0,1,0,0,1,1.0,nan
219,3,4,services,nan,8.0,nan,9.0,nan,8.0,3,at_home,T,4,nan,14.0,no,U,17,1,4,GT3,yes,4,3,mother,5,yes,yes,0.0,yes,nan,yes,0.0,home,yes,GP,no,F,3,1,0,0,0,1,0,3,2,0,0,1,0,1,0,0,0,0,0.0,nan
220,2,1,other,nan,11.0,nan,11.0,nan,12.0,3,services,A,2,nan,2.0,no,U,16,0,2,GT3,yes,3,3,mother,4,yes,yes,nan,yes,nan,no,1.0,course,no,GP,no,F,2,1,0,0,0,1,1,2,4,2,0,1,0,1,0,0,0,1,1.0,nan
221,1,3,other,nan,14.0,nan,15.0,nan,15.0,4,teacher,T,1,nan,4.0,yes,U,16,0,1,GT3,no,3,2,mother,1,yes,yes,0.0,yes,nan,no,0.0,other,yes,GP,no,F,2,1,0,0,0,1,0,0,4,3,0,1,1,0,0,0,0,0,1.0,nan
222,1,1,other,nan,12.0,nan,13.0,nan,13.0,1,at_home,T,4,nan,2.0,no,U,16,0,4,GT3,yes,3,2,mother,5,yes,no,0.0,yes,nan,no,0.0,home,no,GP,no,F,1,2,0,0,0,1,0,3,4,0,0,1,0,1,0,0,1,1,1.0,nan
223,1,3,other,nan,11.0,nan,12.0,nan,12.0,4,teacher,T,1,nan,0.0,yes,R,17,0,4,GT3,yes,4,2,mother,4,yes,yes,0.0,yes,nan,no,0.0,reputation,yes,GP,no,F,3,2,0,0,1,1,0,0,4,1,0,1,0,0,0,0,0,0,1.0,nan
224,1,3,other,nan,12.0,nan,12.0,nan,12.0,3,other,T,2,nan,4.0,yes,U,19,0,4,GT3,yes,3,3,other,3,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,F,4,1,0,0,0,1,0,4,4,1,2,1,0,0,0,0,0,1,1.0,nan
225,4,4,other,nan,13.0,nan,12.0,nan,12.0,4,services,T,5,nan,15.0,no,U,17,0,5,LE3,yes,3,5,mother,3,yes,yes,0.0,yes,nan,no,0.0,home,yes,GP,no,M,2,1,0,1,0,0,0,2,4,0,0,1,0,1,0,0,0,0,1.0,nan
226,1,2,other,nan,13.0,nan,13.0,nan,13.0,2,other,A,1,nan,0.0,no,U,16,0,3,GT3,yes,3,4,mother,4,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,yes,F,2,1,0,0,0,1,1,4,4,1,0,0,0,1,0,0,0,1,1.0,nan
227,2,2,other,nan,12.0,nan,11.0,nan,11.0,2,services,T,4,nan,10.0,yes,U,18,0,4,GT3,yes,4,4,mother,5,yes,yes,nan,yes,nan,no,1.0,home,no,GP,no,M,2,1,0,1,0,1,0,2,4,0,0,1,0,0,0,0,0,1,1.0,nan
228,1,4,other,nan,12.0,nan,11.0,nan,11.0,4,services,T,2,nan,6.0,no,R,17,0,5,LE3,yes,2,1,mother,3,yes,no,0.0,yes,nan,no,0.0,other,no,GP,no,F,1,1,0,0,1,0,0,2,4,3,0,1,0,1,0,0,1,1,1.0,nan
229,1,2,other,nan,14.0,nan,16.0,nan,15.0,3,other,T,3,nan,2.0,no,U,17,0,4,LE3,no,4,4,mother,1,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,F,2,2,0,0,0,0,0,4,4,1,0,1,1,1,0,0,0,1,1.0,nan
230,2,3,other,nan,11.0,nan,9.0,nan,10.0,4,other,T,4,nan,16.0,no,U,17,0,3,GT3,no,4,5,mother,1,yes,yes,nan,yes,nan,no,1.0,reputation,yes,GP,no,F,2,1,0,0,0,1,0,4,4,1,0,1,1,1,0,0,0,0,1.0,nan
231,2,3,health,nan,10.0,nan,10.0,nan,10.0,3,services,T,4,nan,10.0,no,U,18,0,3,LE3,yes,2,4,father,4,yes,yes,nan,yes,nan,no,1.0,home,no,GP,no,M,2,1,0,1,0,0,0,2,1,0,1,1,0,1,0,0,0,1,1.0,nan
232,1,3,other,nan,12.0,nan,13.0,nan,13.0,2,at_home,T,4,nan,4.0,no,U,17,0,3,GT3,yes,3,3,father,3,yes,no,0.0,yes,nan,no,0.0,home,no,GP,no,F,1,2,0,0,0,1,0,3,4,0,1,1,0,1,0,0,1,1,1.0,nan
233,1,2,at_home,nan,12.0,nan,12.0,nan,13.0,2,at_home,T,1,nan,0.0,yes,U,17,0,4,GT3,yes,3,3,mother,4,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,F,3,1,0,0,0,1,0,3,3,2,0,1,0,0,0,0,0,1,1.0,nan
234,1,1,services,nan,11.0,nan,10.0,nan,11.0,2,at_home,T,2,nan,0.0,yes,R,17,0,4,GT3,yes,2,5,mother,5,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,F,2,2,0,0,1,1,0,3,2,1,0,1,0,0,0,0,0,1,1.0,nan
235,1,1,other,nan,12.0,nan,12.0,nan,12.0,1,at_home,T,1,nan,12.0,yes,U,17,0,4,GT3,yes,3,4,mother,5,yes,no,nan,yes,nan,no,1.0,reputation,yes,GP,no,F,3,1,0,0,0,1,0,3,4,1,0,1,0,0,0,0,1,0,1.0,nan
236,1,3,teacher,nan,13.0,nan,13.0,nan,14.0,2,services,T,1,nan,0.0,no,U,16,0,2,GT3,no,3,1,mother,3,yes,yes,0.0,yes,nan,no,0.0,other,no,GP,yes,F,2,1,0,0,0,1,0,2,0,3,0,0,1,1,0,0,0,1,1.0,nan
237,5,2,other,nan,10.0,nan,9.0,nan,10.0,2,other,T,5,nan,9.0,no,U,18,3,3,GT3,yes,3,3,mother,4,yes,yes,nan,yes,nan,yes,1.0,home,no,GP,no,M,2,2,0,1,0,1,0,4,4,0,0,1,0,1,0,0,0,1,0.0,nan
238,1,4,services,nan,15.0,nan,16.0,nan,16.0,4,teacher,T,1,nan,4.0,yes,U,16,0,5,GT3,yes,3,2,mother,5,yes,yes,0.0,no,nan,no,0.0,home,no,GP,no,F,3,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,1.0,nan
239,1,1,other,nan,8.0,nan,8.0,nan,8.0,3,other,T,1,nan,4.0,yes,R,18,0,5,GT3,no,3,3,mother,4,yes,yes,nan,yes,nan,no,1.0,reputation,yes,GP,no,F,2,1,0,0,1,1,0,4,4,1,0,1,1,0,0,0,0,0,1.0,nan
240,1,2,other,nan,17.0,nan,18.0,nan,17.0,3,other,T,3,nan,2.0,yes,U,17,0,5,GT3,no,3,4,mother,3,yes,yes,0.0,no,nan,no,0.0,course,no,GP,no,F,2,1,0,0,0,1,0,4,4,2,0,1,1,0,1,0,0,1,1.0,nan
241,1,3,services,nan,10.0,nan,11.0,nan,11.0,2,services,T,3,nan,0.0,no,U,17,0,5,LE3,yes,3,3,father,3,yes,yes,0.0,no,nan,no,0.0,reputation,no,GP,no,M,2,1,0,1,0,0,0,2,2,1,1,1,0,1,1,0,0,1,1.0,nan
242,4,1,other,nan,9.0,nan,10.0,nan,11.0,2,at_home,T,5,nan,2.0,yes,U,18,0,4,LE3,yes,3,2,mother,3,yes,yes,0.0,yes,nan,no,0.0,course,yes,GP,yes,M,2,4,0,1,0,0,0,3,4,2,0,0,0,0,0,0,0,0,1.0,nan
243,1,1,other,nan,15.0,nan,15.0,nan,16.0,2,other,A,2,nan,0.0,yes,U,17,0,3,GT3,no,2,3,mother,3,yes,yes,0.0,yes,nan,no,0.0,course,yes,GP,no,F,3,2,0,0,0,1,1,4,4,2,0,1,1,0,0,0,0,0,1.0,nan
244,1,3,other,nan,14.0,nan,12.0,nan,12.0,4,health,T,2,nan,0.0,yes,U,17,0,3,LE3,no,2,3,father,3,yes,yes,0.0,yes,nan,no,0.0,reputation,yes,GP,no,F,2,1,0,0,0,0,0,1,4,1,1,1,1,0,0,0,0,0,1.0,nan
245,1,2,other,nan,12.0,nan,13.0,nan,13.0,2,other,T,1,nan,0.0,yes,R,17,0,4,GT3,yes,5,2,father,1,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,M,2,2,0,1,1,1,0,4,4,2,1,1,0,0,0,0,0,1,1.0,nan
246,1,4,teacher,nan,13.0,nan,13.0,nan,13.0,4,teacher,T,3,nan,0.0,yes,U,17,0,4,GT3,yes,5,5,mother,2,yes,yes,0.0,yes,nan,no,0.0,reputation,yes,GP,yes,M,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,nan
247,2,4,other,nan,13.0,nan,13.0,nan,14.0,4,health,T,4,nan,0.0,yes,U,16,0,4,GT3,yes,2,4,father,1,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,M,2,1,0,1,0,1,0,1,4,1,1,1,0,0,0,0,0,1,1.0,nan
248,1,1,other,nan,9.0,nan,9.0,nan,9.0,1,other,T,1,nan,2.0,no,U,16,0,3,LE3,yes,4,2,mother,5,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,no,M,2,2,0,1,0,0,0,4,4,0,0,1,0,1,0,0,0,1,1.0,nan
249,1,2,other,nan,12.0,nan,12.0,nan,12.0,3,at_home,T,3,nan,0.0,yes,U,16,0,5,GT3,no,3,3,mother,2,yes,yes,0.0,yes,nan,no,0.0,reputation,yes,GP,no,M,3,2,0,1,0,1,0,3,4,1,0,1,1,0,0,0,0,0,1.0,nan
250,5,2,other,nan,16.0,nan,16.0,nan,16.0,2,other,T,5,nan,0.0,yes,U,17,0,4,LE3,no,4,2,father,4,yes,yes,0.0,no,nan,no,0.0,home,yes,GP,no,M,2,1,0,1,0,0,0,4,4,0,1,1,1,0,1,0,0,0,1.0,nan
251,1,1,other,nan,9.0,nan,10.0,nan,10.0,2,other,T,1,nan,4.0,no,U,16,0,4,GT3,no,5,2,mother,5,yes,yes,0.0,yes,nan,no,0.0,home,yes,GP,no,F,1,1,0,0,0,1,0,4,4,0,0,1,1,1,0,0,0,0,1.0,nan
252,1,1,other,nan,14.0,nan,13.0,nan,13.0,4,other,A,2,nan,0.0,yes,U,16,0,5,GT3,no,3,3,mother,5,yes,yes,nan,yes,nan,no,1.0,home,yes,GP,no,F,2,1,0,0,0,1,1,4,4,0,0,1,1,0,0,0,0,0,1.0,nan
253,1,4,other,nan,10.0,nan,10.0,nan,10.0,2,services,A,1,nan,18.0,no,U,18,1,4,LE3,yes,3,3,mother,3,yes,yes,nan,yes,nan,no,1.0,course,no,GP,no,F,2,2,0,0,0,0,1,2,4,2,0,1,0,1,0,0,0,1,1.0,nan
254,1,2,services,nan,9.0,nan,8.0,nan,10.0,2,at_home,T,1,nan,16.0,no,U,18,1,5,LE3,yes,3,1,mother,5,yes,yes,nan,no,nan,no,1.0,course,yes,GP,no,F,2,1,0,0,0,0,0,3,2,2,0,1,0,1,1,0,0,0,1.0,nan
255,1,3,other,nan,8.0,nan,7.0,nan,7.0,3,other,T,1,nan,14.0,no,U,18,1,4,GT3,no,1,1,mother,3,no,yes,nan,yes,nan,no,1.0,course,no,GP,no,F,1,2,0,0,0,1,0,4,4,2,0,1,1,1,0,1,0,1,1.0,nan
256,2,2,at_home,nan,7.0,nan,8.0,nan,8.0,2,other,T,2,nan,26.0,yes,U,18,1,4,GT3,yes,4,3,other,1,no,yes,nan,no,nan,no,1.0,course,yes,GP,no,M,1,1,0,1,0,1,0,4,3,2,2,1,0,0,1,1,0,0,1.0,nan
257,1,4,teacher,nan,10.0,nan,8.0,nan,9.0,4,teacher,T,2,nan,6.0,yes,U,17,0,4,GT3,yes,2,1,mother,5,yes,yes,nan,no,nan,no,1.0,course,no,GP,no,M,1,1,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,1,1.0,nan
258,1,2,other,nan,14.0,nan,14.0,nan,15.0,3,other,T,1,nan,4.0,yes,U,17,0,5,GT3,no,4,2,father,3,yes,no,nan,yes,nan,no,1.0,course,no,GP,no,F,2,1,0,0,0,1,0,4,4,2,1,1,1,0,0,0,1,1,1.0,nan
259,1,1,at_home,nan,11.0,nan,10.0,nan,10.0,1,at_home,T,2,nan,10.0,yes,U,17,0,4,LE3,yes,3,2,mother,4,yes,yes,nan,yes,nan,no,1.0,course,yes,GP,no,F,3,1,0,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,1.0,nan
260,1,2,other,nan,12.0,nan,11.0,nan,11.0,1,other,T,2,nan,4.0,no,U,16,0,5,GT3,no,3,5,mother,5,no,yes,nan,yes,nan,no,1.0,course,no,GP,no,F,1,1,0,0,0,1,0,4,4,2,0,1,1,1,0,1,0,1,1.0,nan
261,1,1,services,nan,13.0,nan,13.0,nan,13.0,2,at_home,T,1,nan,2.0,yes,R,17,0,2,GT3,no,1,1,mother,3,yes,no,0.0,yes,nan,no,0.0,course,no,GP,no,F,2,3,0,0,1,1,0,3,2,2,0,1,1,0,0,0,1,1,1.0,nan
262,1,4,other,nan,9.0,nan,9.0,nan,8.0,1,other,A,1,nan,14.0,no,R,17,1,5,LE3,yes,5,4,other,5,yes,yes,nan,yes,nan,no,1.0,course,no,GP,no,F,1,4,0,0,1,0,1,4,4,2,2,1,0,1,0,0,0,1,1.0,nan
263,3,2,services,nan,8.0,nan,7.0,nan,8.0,2,other,T,5,nan,16.0,no,U,18,0,5,GT3,no,5,4,father,2,no,yes,nan,yes,nan,no,1.0,reputation,no,GP,no,M,2,1,0,1,0,1,0,4,2,1,1,1,1,1,0,1,0,1,1.0,nan
264,1,2,other,nan,11.0,nan,9.0,nan,10.0,2,other,A,1,nan,8.0,no,U,17,1,3,LE3,yes,1,2,mother,1,no,yes,nan,no,nan,no,1.0,home,no,GP,no,F,1,1,0,0,0,0,1,4,4,0,0,1,0,1,1,1,0,1,1.0,nan
265,1,1,other,nan,15.0,nan,14.0,nan,15.0,1,at_home,T,3,nan,4.0,yes,R,17,0,4,LE3,no,3,3,mother,5,yes,yes,nan,yes,nan,no,1.0,course,no,GP,no,F,3,2,0,0,1,0,0,3,4,2,0,1,1,0,0,0,0,1,1.0,nan
266,1,2,other,nan,15.0,nan,14.0,nan,14.0,4,teacher,A,1,nan,4.0,yes,U,17,0,4,LE3,yes,3,2,mother,4,yes,no,nan,yes,nan,no,1.0,course,no,GP,no,F,2,1,0,0,0,0,1,0,4,2,0,1,0,0,0,0,1,1,1.0,nan
267,1,3,other,nan,15.0,nan,15.0,nan,15.0,4,health,T,4,nan,8.0,yes,U,17,0,2,LE3,no,5,5,mother,5,yes,yes,0.0,yes,nan,no,0.0,course,yes,GP,no,M,2,2,0,1,0,0,0,1,4,2,0,1,1,0,0,0,0,0,1.0,nan
268,2,4,other,nan,12.0,nan,12.0,nan,12.0,4,teacher,A,3,nan,0.0,no,R,17,0,3,LE3,yes,3,3,mother,4,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,M,2,2,0,1,1,0,1,0,4,2,0,1,0,1,0,0,0,1,1.0,nan
269,1,3,other,nan,14.0,nan,14.0,nan,15.0,4,teacher,T,1,nan,7.0,yes,U,16,0,5,LE3,no,4,5,mother,3,yes,yes,0.0,no,nan,no,0.0,course,no,GP,no,M,1,1,0,1,0,0,0,0,4,2,0,1,1,0,1,0,0,1,1.0,nan
270,1,4,services,nan,14.0,nan,15.0,nan,15.0,4,services,T,2,nan,4.0,yes,U,16,0,5,GT3,no,3,2,mother,5,yes,yes,0.0,yes,nan,yes,0.0,course,no,GP,no,M,1,1,0,1,0,1,0,2,2,2,0,1,1,0,0,0,0,1,0.0,nan
271,1,4,services,nan,11.0,nan,11.0,nan,12.0,4,teacher,T,4,nan,2.0,no,U,17,0,5,GT3,yes,3,1,mother,5,yes,yes,nan,yes,nan,yes,1.0,course,yes,GP,no,F,2,1,0,0,0,1,0,0,2,2,0,1,0,1,0,0,0,0,0.0,nan
272,1,1,other,nan,13.0,nan,14.0,nan,15.0,1,other,T,1,nan,2.0,no,R,17,0,4,GT3,no,3,3,father,1,yes,yes,nan,no,nan,no,1.0,home,yes,GP,no,M,3,2,0,1,1,1,0,4,4,0,1,1,1,1,1,0,0,0,1.0,nan
273,2,3,other,nan,11.0,nan,11.0,nan,11.0,3,services,T,3,nan,10.0,no,U,17,0,4,GT3,yes,2,2,mother,5,yes,yes,nan,yes,nan,no,1.0,home,yes,GP,no,F,3,2,0,0,0,1,0,2,4,0,0,1,0,1,0,0,0,0,1.0,nan
274,1,1,other,nan,10.0,nan,9.0,nan,10.0,1,at_home,T,1,nan,10.0,no,U,17,0,4,GT3,no,3,2,mother,4,yes,no,nan,no,nan,no,1.0,course,yes,GP,yes,F,2,1,0,0,0,1,0,3,4,2,0,0,1,1,1,0,1,0,1.0,nan
275,1,1,other,nan,12.0,nan,10.0,nan,11.0,2,other,T,1,nan,10.0,no,U,18,0,4,GT3,yes,4,4,other,3,yes,yes,0.0,no,nan,no,0.0,course,yes,GP,no,F,3,2,0,0,0,1,0,4,4,2,2,1,0,1,1,0,0,0,1.0,nan
276,1,1,other,nan,15.0,nan,16.0,nan,16.0,2,other,T,1,nan,7.0,no,U,16,0,4,GT3,no,3,3,mother,4,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,M,1,3,0,1,0,1,0,4,4,2,0,1,1,1,0,0,0,1,1.0,nan
